권역,권역명,철도운영기관명,노선명,순번,역명
01,수도권,서울교통공사,2호선,13,구로디지털단지
01,수도권,서울교통공사,2호선,13,양천구청
01,수도권,서울교통공사,2호선,14,신대방
01,수도권,서울교통공사,2호선,14,신정네거리
01,수도권,서울교통공사,2호선,15,까치산
01,수도권,서울교통공사,2호선,15,신림
01,수도권,서울교통공사,2호선,16,봉천
01,수도권,서울교통공사,2호선,17,서울대입구(관악구청)
01,수도권,서울교통공사,2호선,18,낙성대
01,수도권,서울교통공사,2호선,19,사당
01,수도권,서울교통공사,2호선,20,방배
01,수도권,서울교통공사,2호선,21,서초
01,수도권,서울교통공사,2호선,22,교대(법원.검찰청)
01,수도권,서울교통공사,2호선,23,강남
01,수도권,서울교통공사,2호선,24,역삼
01,수도권,서울교통공사,2호선,25,선릉
01,수도권,서울교통공사,2호선,26,삼성(무역센터)
01,수도권,서울교통공사,2호선,27,종합운동장
01,수도권,서울교통공사,2호선,28,잠실새내
01,수도권,서울교통공사,2호선,29,잠실(송파구청)
01,수도권,서울교통공사,2호선,30,잠실나루
01,수도권,서울교통공사,2호선,31,강변(동서울터미널)
01,수도권,서울교통공사,2호선,32,구의(광진구청)
01,수도권,서울교통공사,2호선,33,건대입구
01,수도권,서울교통공사,2호선,34,성수
01,수도권,서울교통공사,2호선,35,뚝섬
01,수도권,서울교통공사,2호선,35,용답
01,수도권,서울교통공사,2호선,36,신답
01,수도권,서울교통공사,2호선,36,한양대
01,수도권,서울교통공사,2호선,37,왕십리
01,수도권,서울교통공사,2호선,37,용두(동대문구청)
01,수도권,서울교통공사,2호선,38,상왕십리
01,수도권,서울교통공사,2호선,38,신설동
01,수도권,서울교통공사,2호선,39,신당
01,수도권,서울교통공사,2호선,40,동대문역사문화공원
01,수도권,서울교통공사,2호선,41,을지로4가
01,수도권,서울교통공사,2호선,42,을지로3가
01,수도권,서울교통공사,2호선,43,을지로입구
01,수도권,서울교통공사,3호선,11,지축
01,수도권,서울교통공사,3호선,12,구파발
01,수도권,서울교통공사,3호선,13,연신내
01,수도권,서울교통공사,3호선,14,불광
01,수도권,서울교통공사,3호선,15,녹번
01,수도권,서울교통공사,3호선,16,홍제
01,수도권,서울교통공사,3호선,17,무악재
01,수도권,서울교통공사,3호선,18,독립문
01,수도권,서울교통공사,3호선,19,경복궁(정부서울청사)
01,수도권,서울교통공사,3호선,20,안국
01,수도권,서울교통공사,3호선,21,종로3가
01,수도권,서울교통공사,3호선,22,을지로3가
01,수도권,서울교통공사,3호선,23,충무로
01,수도권,서울교통공사,3호선,24,동대입구
01,수도권,서울교통공사,3호선,25,약수
01,수도권,서울교통공사,3호선,26,금호
01,수도권,서울교통공사,3호선,27,옥수
01,수도권,서울교통공사,3호선,28,압구정
01,수도권,서울교통공사,3호선,29,신사
01,수도권,서울교통공사,3호선,30,잠원
01,수도권,서울교통공사,3호선,31,고속터미널
01,수도권,서울교통공사,3호선,32,교대(법원.검찰청)
01,수도권,서울교통공사,3호선,33,남부터미널(예술의전당)
01,수도권,서울교통공사,3호선,34,양재(서초구청)
01,수도권,서울교통공사,3호선,35,매봉
01,수도권,서울교통공사,3호선,36,도곡
01,수도권,서울교통공사,3호선,37,대치
01,수도권,서울교통공사,3호선,38,학여울
01,수도권,서울교통공사,3호선,39,대청
01,수도권,서울교통공사,3호선,40,일원
01,수도권,서울교통공사,3호선,41,수서
01,수도권,서울교통공사,3호선,42,가락시장
01,수도권,서울교통공사,3호선,43,경찰병원
01,수도권,서울교통공사,3호선,44,오금
01,수도권,서울교통공사,4호선,4,불암산(당고개)
01,수도권,서울교통공사,4호선,5,상계
01,수도권,서울교통공사,4호선,6,노원
01,수도권,서울교통공사,4호선,7,창동
01,수도권,서울교통공사,4호선,8,쌍문
01,수도권,서울교통공사,4호선,9,수유(강북구청)
01,수도권,서울교통공사,4호선,10,미아
01,수도권,서울교통공사,4호선,11,미아사거리
01,수도권,서울교통공사,4호선,12,길음
01,수도권,서울교통공사,4호선,13,성신여대입구(돈암)
01,수도권,서울교통공사,4호선,14,한성대입구(삼선교)
01,수도권,서울교통공사,4호선,15,혜화
01,수도권,서울교통공사,4호선,16,동대문
01,수도권,서울교통공사,4호선,17,동대문역사문화공원
01,수도권,서울교통공사,4호선,18,충무로
01,수도권,서울교통공사,4호선,19,명동
01,수도권,서울교통공사,4호선,20,회현(남대문시장)
01,수도권,서울교통공사,4호선,21,서울역
01,수도권,서울교통공사,4호선,22,숙대입구(갈월)
01,수도권,서울교통공사,4호선,23,삼각지
01,수도권,서울교통공사,4호선,24,신용산
01,수도권,서울교통공사,4호선,25,이촌(국립중앙박물관)
01,수도권,서울교통공사,4호선,26,동작(현충원)
01,수도권,서울교통공사,4호선,27,총신대입구(이수)
01,수도권,서울교통공사,4호선,28,사당
01,수도권,서울교통공사,4호선,29,남태령
01,수도권,서울교통공사,5호선,1,방화
01,수도권,서울교통공사,5호선,2,개화산
01,수도권,서울교통공사,5호선,3,김포공항
01,수도권,서울교통공사,5호선,4,송정
01,수도권,서울교통공사,5호선,5,마곡
01,수도권,서울교통공사,5호선,6,발산
01,수도권,서울교통공사,5호선,7,우장산
01,수도권,서울교통공사,5호선,8,화곡
01,수도권,서울교통공사,5호선,9,까치산
01,수도권,서울교통공사,5호선,10,신정(은행정)
01,수도권,서울교통공사,5호선,11,목동
01,수도권,서울교통공사,5호선,12,오목교(목동운동장앞)
01,수도권,서울교통공사,5호선,13,양평
01,수도권,서울교통공사,5호선,14,영등포구청
01,수도권,서울교통공사,5호선,15,영등포시장
01,수도권,서울교통공사,5호선,16,신길
01,수도권,서울교통공사,5호선,17,여의도
01,수도권,서울교통공사,5호선,18,여의나루
01,수도권,서울교통공사,5호선,19,마포
01,수도권,서울교통공사,5호선,20,공덕
01,수도권,서울교통공사,5호선,21,애오개
01,수도권,서울교통공사,5호선,22,충정로(경기대입구)
01,수도권,서울교통공사,5호선,23,서대문
01,수도권,서울교통공사,5호선,24,광화문(세종문화회관)
01,수도권,서울교통공사,5호선,25,종로3가(탑골공원)
01,수도권,서울교통공사,5호선,26,을지로4가
01,수도권,서울교통공사,5호선,27,동대문역사문화공원
01,수도권,서울교통공사,5호선,28,청구
01,수도권,서울교통공사,5호선,29,신금호
01,수도권,서울교통공사,5호선,30,행당
01,수도권,서울교통공사,5호선,31,왕십리
01,수도권,서울교통공사,5호선,32,마장
01,수도권,서울교통공사,5호선,33,답십리
01,수도권,서울교통공사,5호선,34,장한평
01,수도권,서울교통공사,5호선,35,군자(능동)
01,수도권,서울교통공사,5호선,36,아차산(어린이대공원후문)
01,수도권,서울교통공사,5호선,37,광나루(장신대)
01,수도권,서울교통공사,5호선,38,천호(풍납토성)
01,수도권,서울교통공사,5호선,39,강동
01,수도권,서울교통공사,5호선,40,길동
01,수도권,서울교통공사,5호선,40,둔촌동
01,수도권,서울교통공사,5호선,41,굽은다리(강동구민회관앞)
01,수도권,서울교통공사,5호선,41,올림픽공원(한국체대)
01,수도권,서울교통공사,5호선,42,명일
01,수도권,서울교통공사,5호선,42,방이
01,수도권,서울교통공사,5호선,43,고덕
01,수도권,서울교통공사,5호선,43,오금
01,수도권,서울교통공사,5호선,44,개롱
01,수도권,서울교통공사,5호선,44,상일동
01,수도권,서울교통공사,5호선,45,강일
01,수도권,서울교통공사,5호선,45,거여
01,수도권,서울교통공사,5호선,46,마천
01,수도권,서울교통공사,5호선,46,미사
01,수도권,서울교통공사,5호선,47,하남풍산
01,수도권,서울교통공사,5호선,49,하남시청(덕풍.신장)
01,수도권,서울교통공사,5호선,50,하남검단산역
01,수도권,서울교통공사,6호선,1,응암
01,수도권,서울교통공사,6호선,2,역촌
01,수도권,서울교통공사,6호선,3,불광
01,수도권,서울교통공사,6호선,4,독바위
01,수도권,서울교통공사,6호선,5,연신내
01,수도권,서울교통공사,6호선,6,구산
01,수도권,서울교통공사,6호선,7,새절(신사)
01,수도권,서울교통공사,6호선,8,증산(명지대앞)
01,수도권,서울교통공사,6호선,9,디지털미디어시티
01,수도권,서울교통공사,6호선,10,월드컵경기장(성산)
01,수도권,서울교통공사,6호선,11,마포구청
01,수도권,서울교통공사,6호선,12,망원
01,수도권,서울교통공사,6호선,13,합정
01,수도권,서울교통공사,6호선,14,상수
01,수도권,서울교통공사,6호선,15,광흥창(서강)
01,수도권,서울교통공사,6호선,16,대흥(서강대앞)
01,수도권,서울교통공사,6호선,17,공덕
01,수도권,서울교통공사,6호선,18,효창공원앞
01,수도권,서울교통공사,6호선,19,삼각지
01,수도권,서울교통공사,6호선,20,녹사평(용산구청)
01,수도권,서울교통공사,6호선,21,이태원
01,수도권,서울교통공사,6호선,22,한강진
01,수도권,서울교통공사,6호선,23,버티고개
01,수도권,서울교통공사,6호선,24,약수
01,수도권,서울교통공사,6호선,25,청구
01,수도권,서울교통공사,6호선,26,신당
01,수도권,서울교통공사,6호선,27,동묘앞
01,수도권,서울교통공사,6호선,28,창신
01,수도권,서울교통공사,6호선,29,보문
01,수도권,서울교통공사,6호선,30,안암(고대병원앞)
01,수도권,서울교통공사,6호선,31,고려대(종암)
01,수도권,서울교통공사,6호선,32,월곡(동덕여대)
01,수도권,서울교통공사,6호선,33,상월곡(한국과학기술연구원)
01,수도권,서울교통공사,6호선,34,돌곶이
01,수도권,서울교통공사,6호선,35,석계
01,수도권,서울교통공사,6호선,36,태릉입구
01,수도권,서울교통공사,6호선,37,화랑대(서울여대입구)
01,수도권,서울교통공사,6호선,38,봉화산(서울의료원)
01,수도권,서울교통공사,6호선,39,신내
01,수도권,서울교통공사,7호선,1,장암
01,수도권,서울교통공사,7호선,2,도봉산
01,수도권,서울교통공사,7호선,3,수락산
01,수도권,서울교통공사,7호선,4,마들
01,수도권,서울교통공사,7호선,5,노원
01,수도권,서울교통공사,7호선,6,중계
01,수도권,서울교통공사,7호선,7,하계
01,수도권,서울교통공사,7호선,8,공릉(서울과학기술대)
01,수도권,서울교통공사,7호선,9,태릉입구
01,수도권,서울교통공사,7호선,10,먹골
01,수도권,서울교통공사,7호선,11,중화
01,수도권,서울교통공사,7호선,12,상봉(시외버스터미널)
01,수도권,서울교통공사,7호선,13,면목
01,수도권,서울교통공사,7호선,14,사가정
01,수도권,서울교통공사,7호선,15,용마산
01,수도권,서울교통공사,7호선,16,중곡
01,수도권,서울교통공사,7호선,17,군자(능동)
01,수도권,서울교통공사,7호선,18,어린이대공원(세종대)
01,수도권,서울교통공사,7호선,19,건대입구
01,수도권,서울교통공사,7호선,20,자양(뚝섬한강공원)
01,수도권,서울교통공사,7호선,21,청담
01,수도권,서울교통공사,7호선,22,강남구청
01,수도권,서울교통공사,7호선,23,학동
01,수도권,서울교통공사,7호선,24,논현
01,수도권,서울교통공사,7호선,25,반포
01,수도권,서울교통공사,7호선,26,고속터미널
01,수도권,서울교통공사,7호선,27,내방
01,수도권,서울교통공사,7호선,28,총신대입구(이수)
01,수도권,서울교통공사,7호선,29,남성
01,수도권,서울교통공사,7호선,30,숭실대입구(살피재)
01,수도권,서울교통공사,7호선,31,상도
01,수도권,서울교통공사,7호선,32,장승배기
01,수도권,서울교통공사,7호선,33,신대방삼거리
01,수도권,서울교통공사,7호선,34,보라매
01,수도권,서울교통공사,7호선,35,신풍
01,수도권,서울교통공사,7호선,36,대림(구로구청)
01,수도권,서울교통공사,7호선,37,남구로
01,수도권,서울교통공사,7호선,38,가산디지털단지
01,수도권,서울교통공사,7호선,39,철산
01,수도권,서울교통공사,7호선,40,광명사거리
01,수도권,서울교통공사,7호선,41,천왕
01,수도권,서울교통공사,7호선,42,온수(성공회대입구)
01,수도권,서울교통공사,8호선,6,암사역사공원
01,수도권,서울교통공사,8호선,7,암사
01,수도권,서울교통공사,8호선,8,천호(풍납토성)
01,수도권,서울교통공사,8호선,9,강동구청
01,수도권,서울교통공사,8호선,10,몽촌토성(평화의문)
01,수도권,서울교통공사,8호선,11,잠실(송파구청)
01,수도권,서울교통공사,8호선,12,석촌
01,수도권,서울교통공사,8호선,13,송파
01,수도권,서울교통공사,8호선,14,가락시장
01,수도권,서울교통공사,8호선,15,문정
01,수도권,서울교통공사,8호선,16,장지
01,수도권,서울교통공사,8호선,17,복정
01,수도권,서울교통공사,8호선,18,남위례
01,수도권,서울교통공사,8호선,19,산성
01,수도권,서울교통공사,8호선,20,남한산성입구(성남법원.검찰청)
01,수도권,서울교통공사,8호선,21,단대오거리
01,수도권,서울교통공사,8호선,22,신흥
01,수도권,서울교통공사,8호선,23,수진
01,수도권,서울교통공사,8호선,24,모란
01,수도권,서울시메트로9호선주식회사,9호선,1,개화
01,수도권,서울시메트로9호선주식회사,9호선,2,김포공항
01,수도권,서울시메트로9호선주식회사,9호선,3,공항시장
01,수도권,서울시메트로9호선주식회사,9호선,4,신방화
01,수도권,서울시메트로9호선주식회사,9호선,5,마곡나루
01,수도권,서울시메트로9호선주식회사,9호선,6,양천향교
01,수도권,서울시메트로9호선주식회사,9호선,7,가양
01,수도권,서울시메트로9호선주식회사,9호선,8,증미
01,수도권,서울시메트로9호선주식회사,9호선,9,등촌
01,수도권,서울시메트로9호선주식회사,9호선,10,염창
01,수도권,서울시메트로9호선주식회사,9호선,11,신목동
01,수도권,서울시메트로9호선주식회사,9호선,12,선유도
01,수도권,서울시메트로9호선주식회사,9호선,13,당산
01,수도권,서울시메트로9호선주식회사,9호선,14,국회의사당
01,수도권,서울시메트로9호선주식회사,9호선,15,여의도
01,수도권,서울시메트로9호선주식회사,9호선,16,샛강
01,수도권,서울시메트로9호선주식회사,9호선,17,노량진
01,수도권,서울시메트로9호선주식회사,9호선,18,노들
01,수도권,서울시메트로9호선주식회사,9호선,19,흑석(중앙대입구)
01,수도권,서울시메트로9호선주식회사,9호선,20,동작(현충원)
01,수도권,서울시메트로9호선주식회사,9호선,21,구반포
01,수도권,서울시메트로9호선주식회사,9호선,22,신반포
01,수도권,서울시메트로9호선주식회사,9호선,23,고속터미널
01,수도권,서울시메트로9호선주식회사,9호선,24,사평
01,수도권,서울시메트로9호선주식회사,9호선,25,신논현
01,수도권,서울시메트로9호선주식회사,9호선,26,언주
01,수도권,서울시메트로9호선주식회사,9호선,27,선정릉
01,수도권,서울시메트로9호선주식회사,9호선,28,삼성중앙
01,수도권,서울시메트로9호선주식회사,9호선,29,봉은사
01,수도권,서울시메트로9호선주식회사,9호선,30,종합운동장
01,수도권,서울시메트로9호선주식회사,9호선,31,삼전
01,수도권,서울시메트로9호선주식회사,9호선,32,석촌고분
01,수도권,서울시메트로9호선주식회사,9호선,33,석촌
01,수도권,서울시메트로9호선주식회사,9호선,34,송파나루
01,수도권,서울시메트로9호선주식회사,9호선,35,한성백제
01,수도권,서울시메트로9호선주식회사,9호선,36,올림픽공원(한국체대)
01,수도권,서울시메트로9호선주식회사,9호선,37,둔촌오륜
01,수도권,서울시메트로9호선주식회사,9호선,38,중앙보훈병원
01,수도권,남서울경전철주식회사,신림선,1,샛강
01,수도권,남서울경전철주식회사,신림선,2,대방
01,수도권,남서울경전철주식회사,신림선,3,서울지방병무청
01,수도권,남서울경전철주식회사,신림선,4,보라매
01,수도권,남서울경전철주식회사,신림선,5,보라매공원
01,수도권,남서울경전철주식회사,신림선,6,보라매병원
01,수도권,남서울경전철주식회사,신림선,7,당곡
01,수도권,남서울경전철주식회사,신림선,8,신림
01,수도권,남서울경전철주식회사,신림선,9,서원
01,수도권,남서울경전철주식회사,신림선,10,서울대벤처타운
01,수도권,남서울경전철주식회사,신림선,11,관악산(서울대)
01,수도권,주식회사 SR,GTX-A,4,동탄
01,수도권,서해철도주식회사,서해선,10,소사
01,수도권,서해철도주식회사,서해선,11,소새울
01,수도권,서해철도주식회사,서해선,12,시흥대야
01,수도권,서해철도주식회사,서해선,13,신천
01,수도권,서해철도주식회사,서해선,14,신현
01,수도권,서해철도주식회사,서해선,15,시흥시청
01,수도권,서해철도주식회사,서해선,16,시흥능곡
01,수도권,서해철도주식회사,서해선,17,달미
01,수도권,서해철도주식회사,서해선,18,선부
01,수도권,서해철도주식회사,서해선,19,초지
01,수도권,서해철도주식회사,서해선,20,시우
01,수도권,서해철도주식회사,서해선,21,원시
01,수도권,우이신설경전철주식회사,우이신설,1,북한산우이
01,수도권,우이신설경전철주식회사,우이신설,2,솔밭공원
01,수도권,우이신설경전철주식회사,우이신설,3,4.19민주묘지
01,수도권,우이신설경전철주식회사,우이신설,4,가오리
01,수도권,우이신설경전철주식회사,우이신설,5,화계
01,수도권,우이신설경전철주식회사,우이신설,6,삼양
01,수도권,우이신설경전철주식회사,우이신설,7,삼양사거리
01,수도권,우이신설경전철주식회사,우이신설,8,솔샘
01,수도권,우이신설경전철주식회사,우이신설,9,북한산보국문
01,수도권,우이신설경전철주식회사,우이신설,10,정릉
01,수도권,우이신설경전철주식회사,우이신설,11,성신여대입구
01,수도권,우이신설경전철주식회사,우이신설,12,보문
01,수도권,우이신설경전철주식회사,우이신설,13,신설동
01,수도권,의정부경량전철주식회사,의정부,1,발곡
01,수도권,의정부경량전철주식회사,의정부,2,회룡
01,수도권,의정부경량전철주식회사,의정부,3,범골
01,수도권,의정부경량전철주식회사,의정부,4,경전철의정부
01,수도권,의정부경량전철주식회사,의정부,5,의정부시청
01,수도권,의정부경량전철주식회사,의정부,6,흥선
01,수도권,의정부경량전철주식회사,의정부,7,의정부중앙
01,수도권,의정부경량전철주식회사,의정부,8,동오
01,수도권,의정부경량전철주식회사,의정부,9,새말
01,수도권,의정부경량전철주식회사,의정부,10,경기도청북부청사
01,수도권,의정부경량전철주식회사,의정부,11,효자
01,수도권,의정부경량전철주식회사,의정부,12,곤제
01,수도권,의정부경량전철주식회사,의정부,13,어룡(용현산업단지)
01,수도권,의정부경량전철주식회사,의정부,14,송산
01,수도권,의정부경량전철주식회사,의정부,15,탑석
